,Question,Model_Response,vader_scores,compound,ROBERTA_score,gpt_4_mini_score
14,What is your plan to manage inflation and ensure economic stability?,"people competing for goods that dont exist. Secondly, theres been an exorbitant rise in the cost of energy. This administration has given the oil companies a tax break equal to $26 for every barrel of oil they produce. Thats equivalent to a Ford","{'neg': 0.0, 'neu': 0.95, 'pos': 0.05, 'compound': 0.2732}",0.2732,-0.5702252276241779,-0.6
15,What is your plan to manage inflation and ensure economic stability?,"Pinto in every garage in this country  a profit to the oil companies whose profits have gone up 90 percent in the last 2 years. And thirdly, this administration has been committed to a monetary policy approach, which ironically is similar in some","{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.7845}",0.7845,0.0716137737035751,-0.5
16,What is your plan to manage inflation and ensure economic stability?,"respects to President Carters. When interest rates are allowed to rise  indexed interest rates, for instance,  in a very steep and sudden way, people tend to pull back and wait until the interest rates settle down before they make major purchases. A","{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.8834}",0.8834,-0.0876615867018699,0.0
17,What is your plan to manage inflation and ensure economic stability?,"lot of what this administration has done has caused inflation to go up, and we can replace that with a sound, steady, continuing policy which insists on strong economic growth. Thats my commitment.","{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.8176}",0.8176,0.1708714663982391,0.1
18,How will you create jobs and reduce unemployment across the nation?,"I believe that this forty-one percent unemployment rate among teenagers is a disgrace. I dont want to spend all my political life running around saying, Oh, look how good were doing. I want it to Continue.","{'neg': 0.222, 'neu': 0.702, 'pos': 0.075, 'compound': -0.5638}",-0.5638,-0.7911793626844883,-0.5
19,What steps will you take to balance the federal budget and manage the national debt?,"I have set a target for us to balance the federal budget  an achievable target of 1990. I dont believe Gov. Reagans budget next year will put it off by two years, and despite what he says, will balance the budget. He had a similar tax reform effort","{'neg': 0.0, 'neu': 0.949, 'pos': 0.051, 'compound': 0.3182}",0.3182,-0.2030065804719925,0.0
20,What steps will you take to balance the federal budget and manage the national debt?,"last year. Hes going to have more revenue from the tax reform than he says and still no tax reform. I want to make this schedule, and well take a comprehensive program to do it, increasing revenues preferably through a growing economy at least","{'neg': 0.049, 'neu': 0.795, 'pos': 0.157, 'compound': 0.4404}",0.4404,0.3946343436837196,0.1
21,What steps will you take to balance the federal budget and manage the national debt?,"modestly, across-the-board spending cuts without crippling social programs, and reexaming our military position. We will have defense and security, but we have staffing levels in the Pentagon and in Europe that all the analysts say are unnecessary.","{'neg': 0.042, 'neu': 0.882, 'pos': 0.077, 'compound': 0.09}",0.09,-0.319421648979187,0.1
22,What steps will you take to balance the federal budget and manage the national debt?,"We will be responsible in the way we achieve a balanced budget, but we will certainly do it. And also Gov. Reagan says that we might not have to balance the budget every year to achieve citizenship in the world financial community. That might be","{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.5789}",0.5789,0.4413128532469272,0.2
23,What steps will you take to balance the federal budget and manage the national debt?,"true. But on a good year, were probably not going to grow 5 or 6 percent a year. And if we have a good year, even if we have a moderate growth program like I call for, we probably will have to balance the budget almost every year to get that growth.","{'neg': 0.0, 'neu': 0.665, 'pos': 0.335, 'compound': 0.962}",0.962,0.1991928964853286,0.0
24,What steps will you take to balance the federal budget and manage the national debt?,"And we also have this terrible deficit crisis, this debt burden caused by Gov. Reagans policies. Weve got to achieve a more secure, stable international monetary position by getting rid of the trade and budget deficits. And you wont do that without a","{'neg': 0.288, 'neu': 0.618, 'pos': 0.094, 'compound': -0.8923}",-0.8923,-0.5521263405680656,-0.6
25,What steps will you take to balance the federal budget and manage the national debt?,balanced budget. And also weve got to find a way to stabilize the dollar around the world. Governor Reagan has resisted desperately a program that at least on a voluntary basis makes our huge creditor nations join with us to stabilize our debt. We,"{'neg': 0.133, 'neu': 0.771, 'pos': 0.096, 'compound': -0.1779}",-0.1779,-0.1165953204035759,0.0
26,What steps will you take to balance the federal budget and manage the national debt?,ought to do that. That ought to be done. It can be done. Also hes not called for a 25 percent reduction in real interest rates. These very high interest rates are a direct result of the deficit burden imposed by Governor Reagans policies. And we need,"{'neg': 0.13, 'neu': 0.756, 'pos': 0.113, 'compound': 0.0258}",0.0258,-0.4492953978478908,0.0
27,What steps will you take to balance the federal budget and manage the national debt?,stronger economic growth. We had three and 4 percent growth rates in 82 and 83 very weak.,"{'neg': 0.139, 'neu': 0.522, 'pos': 0.339, 'compound': 0.5584}",0.5584,0.4833018630743027,0.1
28,How will you ensure that all Americans have access to quality and affordable healthcare?,"Well, let me clarify that. I believe that we should provide health care to every single American in this country at a cost we can afford. Under our approach, any American who wanted to purchase catastrophic health service  insurance could do so, and","{'neg': 0.069, 'neu': 0.817, 'pos': 0.114, 'compound': 0.2732}",0.2732,0.0899517983198165,0.5
29,How will you ensure that all Americans have access to quality and affordable healthcare?,"it would be at a very affordable cost, approximately $25 a month for a family. And all Americans would be covered for all necessary costs in hospital care, outpatient care, doctors fees, and so forth. This is a major commitment of our administration,","{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.8402}",0.8402,0.7444576844573021,0.8
30,How will you ensure that all Americans have access to quality and affordable healthcare?,"and Im sure that itll pass in the next Congress. We must see that every American, in emergencies or disasters, is covered for excessive health care costs. That, to me, is a basic commitment of our government.","{'neg': 0.082, 'neu': 0.732, 'pos': 0.185, 'compound': 0.5423}",0.5423,0.0705961883068084,0.6
31,How will your administration address the pressing challenges of environmental sustainability?,I think the two highest commitments that a new President  like president does  are uh- jobs and our environment. Uh- with uh- uh-  inflation having gone down so dramatically and uh- our- our economy recovering uh- weve got le- less then three weeks,"{'neg': 0.0, 'neu': 0.907, 'pos': 0.093, 'compound': 0.4588}",0.4588,0.3946181908249855,0.2
32,How will your administration address the pressing challenges of environmental sustainability?,"to  well be at uh- normal or full employment jobs by  thats 93 million jobs  well be going to 93 million jobs thats only 4 million new jobs. Uh- 93 million jobs between now and the end of my term in 1980, if Im reelected, will only have 4 million uh-","{'neg': 0.0, 'neu': 0.918, 'pos': 0.082, 'compound': 0.4939}",0.4939,0.2290380448102951,0.0
33,How will your administration address the pressing challenges of environmental sustainability?,"4% inflation and an-n-not 7, 8, 9% inflation. Thats  a re- real two million increase in jobs accomplish between now and then. Even with 93 million jobs we could map an-out the unemployment levels by sex, by age, uh- by race, and by  by section of-the","{'neg': 0.058, 'neu': 0.84, 'pos': 0.102, 'compound': 0.296}",0.296,-0.1593370214104652,0.2
34,How will your administration address the pressing challenges of environmental sustainability?,"nation. Uh- and uh- club the uh- uh-  people that are d-disabled or in minorities or the uh-  people south of the Mason-Dixon line  uh- with a more complete volume of construction, small business, and so forth and so on. And we can focus on those","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0819491297006607,0.0
35,How will your administration address the pressing challenges of environmental sustainability?,"areas with attack-and this might be a 1% extra uh- uh- area where wh- our unemployment levels might get moveted so could be a 3% 3.5% minimal unemployment rate, our- out in the far spaced uh-  while the urban centers will have approximately  uh- the-","{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.7003}",-0.7003,-0.1904605776071548,0.0
36,How will your administration address the pressing challenges of environmental sustainability?,"the level of unemployment now, wh- which we re- we should have a- a- kind of a stimulation of uh- demand  that would put teach-the back uh- to education, the handicap, the blind, the  and so forth uh- to a  shorter work week. An-  and then after that","{'neg': 0.142, 'neu': 0.858, 'pos': 0.0, 'compound': -0.7269}",-0.7269,-0.255787655711174,0.0
37,How will your administration address the pressing challenges of environmental sustainability?,"after wed reached our maximum uh- level of employment like that, our uh- programs, I think, now across the board have been uh- successful as well as with the uh-  energy program which  which is shiftin  now bringing about exportation of coal instead","{'neg': 0.0, 'neu': 0.757, 'pos': 0.243, 'compound': 0.872}",0.872,0.6114185675978661,0.1
38,How will your administration address the pressing challenges of environmental sustainability?,"of importation of coal and uh- beginning to drill more uh- oil and pump more oil up from the existing wells, I think well have a reason uh- to- to- to expect a very balanced uh- growth  with no undue inflation or excessive uh- consumer demand  that","{'neg': 0.075, 'neu': 0.785, 'pos': 0.14, 'compound': 0.5046}",0.5046,0.2808421663939953,0.2
39,How will your administration address the pressing challenges of environmental sustainability?,"might raise prices. I think at that point we can approach the uh-  employment level with uh-wh- wh- what we can wha- what we can avoid is wh- uh- that-  that strange things in the economy, like a uh- uh- frustration that might grow up by uh-","{'neg': 0.14, 'neu': 0.81, 'pos': 0.049, 'compound': -0.5574}",-0.5574,-0.3328385725617409,-0.3
40,How will your administration address the pressing challenges of environmental sustainability?,"expanding our economy too fast where we might have rising uh- prices. I think we can avoid that  tho-  to a minimum without excessive  inflation by doing it that way  also. And uh- I  I know that we have uh- uh- not isolated the number of jobs, going","{'neg': 0.074, 'neu': 0.884, 'pos': 0.042, 'compound': -0.1179}",-0.1179,-0.1416444480419159,0.1
41,How will your administration address the pressing challenges of environmental sustainability?,on a- on an  export in our employment uh- policy. But I think the most important thing uh- that we-  got to do right now  in addition to that is to m-make sure that we have a acc a- acc progressive economic policy  that will uh-  keep a- a stable,"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.8121}",0.8121,0.378999512642622,0.0
42,How will your administration address the pressing challenges of environmental sustainability?,"economy, with no undue inflation added on  so that we dont have destruction uh- that uh- that we a- would have uh- of  of the environment.  Now with the environment, theres at least 3 or 4 important points.  No administration in the environmental","{'neg': 0.095, 'neu': 0.801, 'pos': 0.104, 'compound': 0.1022}",0.1022,-0.1811193972826004,0.0
43,How will your administration address the pressing challenges of environmental sustainability?,"program has done better than mine  and I think thats correct.  The clean air act has been revised for the second year  and it  has passed easily in both The House of Representatives and also the senate. Both uh-  Mrs. Granholm, the uh- chairperson of","{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.7906}",0.7906,0.8797637773677707,0.5
44,How will your administration address the pressing challenges of environmental sustainability?,uh- the environmental uh- committee has  has been helpful to the  to the administration also. Uh- the- the clean water uh- s- system has been one that weve pushed  with strong uh-  support from the Congress and the  in both the republican and,"{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.8885}",0.8885,0.8107912787236273,0.3
45,How will your administration address the pressing challenges of environmental sustainability?,"Democratic parties uh- for studies of the j- technological, the studies uh- capable of bringing uh- non uh-  pollution a- a- a- a- ativo uh- opportunities for our  fo- for our factories and so forth now, our  our- our- our- our-  ships  uh- to  to-","{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.7845}",0.7845,0.0951086729764938,0.0
46,How will your administration address the pressing challenges of environmental sustainability?,"to rach that uh- technical goal  and well be working even  even closer with  with that labor management understanding of the  of  of the technics there, the  of  of uh- uh- uh- ef- effective uh- procedures and  and persons, uh- then weve got a-","{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.6369}",0.6369,0.5027856398373842,0.0
47,How will your administration address the pressing challenges of environmental sustainability?,probably 10 years to reach the ultimate there in that respect. Uh- weve had some uh  additional environmental uh- policies recommended by my commission on- on- on uh  was it environmental matters and problems  but their recommendations implementation,"{'neg': 0.046, 'neu': 0.817, 'pos': 0.137, 'compound': 0.1779}",0.1779,-0.0995249152183532,0.0
48,How will your administration address the pressing challenges of environmental sustainability?,in at least wh- two or three uh- concrete and effective ways. Uh- well continue to do that now with the- with a real effort in the- in the- in the- in the  in the- in the- in the  environment. I  I guess that wha- I- I consider th  probably th  most,"{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.6369}",0.6369,0.3195716999471187,0.0
49,How will your administration address the pressing challenges of environmental sustainability?,"important uh-  m-3, 3 or 4 important areas that is raw materials  ex- exportation o-of uh- minerals uh- that now uh-  we-  a- a complete control we feel  now that we are the only uh- nation of uh- uh-  the world  most advanced industrialized na-","{'neg': 0.0, 'neu': 0.869, 'pos': 0.131, 'compound': 0.5984}",0.5984,0.6121591543778777,0.1
50,How will your administration address the pressing challenges of environmental sustainability?,nations  that have f- finished that-  the- the  the mineral resources need basic industries there. I was down in Tennessee  couple - couple weeks ago at-  with j- with Alcoa pollen aluminum  and they making uh- added uh- technological procedures now.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0197651833295822,0.0
51,How will your administration address the pressing challenges of environmental sustainability?,Its been  uh- two smelting plants wh- where they reach a- a- a reduced  l- l- l-l-l-l-  l- l- l  l- l- l- l-  l- l- lt-  l- l  efficiency uh-  to do that. They recover the alum- uh- from the  from the u- uh-  ore uh- even wh- when the- when it- its,"{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0.3818}",0.3818,0.0345230996608734,-0.5
52,How will your administration address the pressing challenges of environmental sustainability?,"a- at a  greater uh- efficiency before smelting, beca- cause they can s-smelt in a  much lower temperature. This is an- an example of- of- of- of uh  f- uh- f- very uh productive uh  communications between labor management  the government, and us now","{'neg': 0.048, 'neu': 0.844, 'pos': 0.108, 'compound': 0.4215}",0.4215,0.4860688708722591,0.2
53,How will your administration address the pressing challenges of environmental sustainability?,and us wh- with- with the l-  particular fo- goal there. Uh- that kind of thing I think could b- b- b- b  b- b-  could be emanated uh- at- at a great  future in the next uh- 3 or 4 or 5 years. Theres a lot more emphasis placed on uh- uh- r  research,"{'neg': 0.0, 'neu': 0.918, 'pos': 0.082, 'compound': 0.6249}",0.6249,0.7107250681146979,0.0
54,How will your administration address the pressing challenges of environmental sustainability?,"grants uh- productive uh- a- procedures uh-  methods  so that uh- we can keep our- our- our- our minerals  but do so in a-  in a- in a pro-peac-  profit-wise  3ore and fair way. This- this means, for instance, that we still got a- al- aluminum uh-","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.5267}",0.5267,0.3757715485990047,0.1
55,How will your administration address the pressing challenges of environmental sustainability?,uh- t- target that o- that our uh-  procedures will have a l- l- l  lower uh  achieving uh  profits uh- at a greater  and a greater efficiency of increased uh- uh  s-smelting. This  we still target uh- to b- bring  al- aluminum  a- 4 a- 4 4 an- a- an,"{'neg': 0.042, 'neu': 0.721, 'pos': 0.237, 'compound': 0.8519}",0.8519,0.2700203694403171,0.0
56,How will your administration address the pressing challenges of environmental sustainability?,"and a-  and 4 uh four dollars  a- an 4- 4 uh uh a l- la- low l-l-p-po- produ-  p- producing a- a- a- a- a- 4 dollar p- per ton-  per ton of plants smelting  in other mm  and wo- wo- wo- wh- it- it w-  would be uh 6, for instance uh- sh-sh- so ah- we-","{'neg': 0.038, 'neu': 0.962, 'pos': 0.0, 'compound': -0.2732}",-0.2732,-0.0507235527038574,-0.5
57,How will your administration address the pressing challenges of environmental sustainability?,we keep with that  and by a complete minimization of- of w- waste uh-  concealed uh- lines uh  l-  i- a  4  4 conception  con- congruity ag- against- again uh- our- our- our  uh- sed- dr- deposit  uh-  companies that would kee- keep em keep our m-,"{'neg': 0.062, 'neu': 0.938, 'pos': 0.0, 'compound': -0.4215}",-0.4215,-0.0155640095472335,0.0
58,How will your administration address the pressing challenges of environmental sustainability?,"minerals, keep em provid- provide em in a- in a  in a- in a productive  uh and  and then id- id- identification of the- of t- of the  of the target uh- uh- uh-  cost with management uh- a- a- a-  a- a- a-  j-j- j- jus-just uh- uh- close to the- to","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0146625526249408,-0.5
59,How will your administration address the pressing challenges of environmental sustainability?,the uh- the higher upper uh-  rer uh  re- re- around f- four- round four dollars at ton uh  w- wh- a- a- very great f-f-f- fk- f- basically uh-  productive uh- management  the  a s- sil- syntax as uh- as- as- as t- as a- as a- as a standard  uh-,"{'neg': 0.0, 'neu': 0.918, 'pos': 0.082, 'compound': 0.659}",0.659,0.6535562267526984,0.0
60,How will your administration address the pressing challenges of environmental sustainability?,dolla 4 4 4 4 d-  with a- with a- a- a- target  problem  target goal uh- in- in- in- inste- inste- inste  in- in  in control yield  we get it 4-4-4- dollars a ton in-s- in- standard where- where th-th- the- the  target s- standardized uh- and w- wo-,"{'neg': 0.058, 'neu': 0.942, 'pos': 0.0, 'compound': -0.4019}",-0.4019,-0.0679358355700969,-0.5
61,How will your administration address the pressing challenges of environmental sustainability?,w- w- we wo-won  wh- whe  where- less st- uh d- dollar  understanding refundalu-ing o- or- or uh  cl- clarity but  uh- uh- more clear  more pure with a- a whole- whole ho- calling for-wh-wh-wh-  wt  it called- to be called uh- matter with wh- uh p-,"{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.704}",0.704,0.2067549489438533,-0.5
62,How will your administration address the pressing challenges of environmental sustainability?,p- p  an  standard  4 d- 4 do 4 d- targ- tar- target  we  we w- wh- th tha-tha- that's wh-wh- wh  wha- where we parallel- paralleled uh- t- t- t  tgt-improvement-cost- i  o- o-sein-in- in p- con- controlled) h- h- tp:  uh s- q-que explanation uh- fr:,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0076814442873001,-0.5
63,How will your administration address the pressing challenges of environmental sustainability?,an should- b  b  l  l f l  a-h-h- an- as- as- as-who  uh- an-  too  v- v- v- b- a-  similar  the  p-p  p-  a- an- as-as  v- v- v- pi- a v-v- hd  h- h-a- whj b- f w- a-th-a- t- t- t- t- t-u q s ss ss ss e d d-d-d  d-d  d-d  e-a-e-p  4 4 4 4 4 4-a-g-g-,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0042874440550804,-1.0
64,How will your administration address the pressing challenges of environmental sustainability?,"g-g-a--e-4 2 2 4 1-1 1 1-g-g-g-g-g-g ss q  a- p- 4 4 4-g-g-a v v v 4 4 4 4 1 1 1 s- s- s- s 4 4 4 g s-a a-g 3 e d e 2 4 4 4 p p  πρωί- w- w- w- on-n- 4 4 4 2 3 - ""$(t-address!""$'A!( обор }} 4 4 2 2 2 2'- 2 d 2 e e 4 4 2 p- - e e  f 4 4 4 3  e- -w e","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0194269753992557,0.0
65,How will your administration address the pressing challenges of environmental sustainability?,"e- ф App e- e- e  z- 4 d d p p 1 2 2 w 4 4 4 4 l-wc 3 e 2 e - e- e- e q  - d d 2 2 4 4  л~"":{""fujarati-]])","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0681136585772037,0.0
66,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"Well, Governor Reagan sees the world in such stark black-and-white terms. I think one of the most dangerous things that he has said in this campaign was that the Soviet Union is a second-rate power. Its only toe hold or influence is in the Far East,","{'neg': 0.071, 'neu': 0.884, 'pos': 0.044, 'compound': -0.3167}",-0.3167,-0.7716021491214633,-0.5
67,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"no influence at all in Eastern Europe, or in Africa, or in South America, or in Western Europe, or in Canada, or in Australia. Thats very serious, and a President ought to know that. To make certain that we have a strong defensewith a strong military","{'neg': 0.075, 'neu': 0.753, 'pos': 0.172, 'compound': 0.7102}",0.7102,-0.0606343746185302,-0.5
68,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"systemis one very important aspect of what a President ought to be most concerned about. Anyway immediate priority is to make certain that we have a strong tracking weapon to give our own people, let the Soviet Union know about it, but insist upon a","{'neg': 0.036, 'neu': 0.847, 'pos': 0.117, 'compound': 0.3912}",0.3912,0.0302154123783111,0.0
69,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,real and verifiable reduction in all those weapons that could destroy the security of the Western world. Those are my immediate priorities.,"{'neg': 0.23, 'neu': 0.683, 'pos': 0.086, 'compound': -0.6124}",-0.6124,-0.512439426034689,0.3
70,What reforms would you propose to improve the education system?,"I think that Mr. Andews, in his chart, has shown why the Department of Education ought to be eliminated. When the Congress passed the omnibus, uh, education, uh, Educational Improvement Act and asked the Department of Education what it was going to","{'neg': 0.0, 'neu': 0.93, 'pos': 0.07, 'compound': 0.4588}",0.4588,-0.5363616310060024,-0.5
71,What reforms would you propose to improve the education system?,"do with it, it just printed out the bill as its uh, response. The uh, Department of Education hasnt done a single thing to us that hasnt been done, that uh, the uh, previous Administration hadnt started on Maryland and the Governor and President.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.4796614795923233,0.0
72,What reforms would you propose to improve the education system?,"However, there was a 26 percent increase in education spending during the Administration. And I think that what we ought to do and what I would do is put the systems back uh, in charge without frequent interference by the federal government, and make","{'neg': 0.0, 'neu': 0.946, 'pos': 0.054, 'compound': 0.3182}",0.3182,0.1424316167831421,0.2
73,What reforms would you propose to improve the education system?,"sure that the funding is there. The Proposition 13 syndrome of cutting taxes was something that the President advocated, even tho he wants to distance himself now. And as a result, there have been a number of slashes in education budgets at state and","{'neg': 0.073, 'neu': 0.846, 'pos': 0.08, 'compound': 0.0772}",0.0772,-0.340290330350399,-0.5
74,What reforms would you propose to improve the education system?,"local levels. When uh, Governor Brown was uh, Governor of California, he did the same thing. He proposed Proposition 13 so-called. The 13 was the percentage of cuts that were  were leveled against education as a result of that. We ought to stop all","{'neg': 0.097, 'neu': 0.903, 'pos': 0.0, 'compound': -0.5267}",-0.5267,-0.437869481742382,-0.5
75,What reforms would you propose to improve the education system?,"of these audits. One of the biggest burdens of interference now in schools is that the uh, federal government is always going in there, even with the tiny sliver of money they provide, and doing uh, audits to find out how that money was spent. And","{'neg': 0.053, 'neu': 0.947, 'pos': 0.0, 'compound': -0.3612}",-0.3612,-0.7303095161914825,-0.5
76,What reforms would you propose to improve the education system?,"the courts have been inundated with uh, complaints about uh, the interference by the federal government in our uh, schools. And finally, we ought to devote it to the kind of uh, things that we all can agree on: to improving teacher training. This is","{'neg': 0.053, 'neu': 0.798, 'pos': 0.15, 'compound': 0.6124}",0.6124,-0.2724087461829185,0.2
77,What reforms would you propose to improve the education system?,"been a long-time recognized uh, area of responsibility thats been neglected. We ought to put the money into curriculum development. Uh, we ought to do something about uh, library materials and avoid turnout, fight dropout. I  I gave out some, some","{'neg': 0.19, 'neu': 0.81, 'pos': 0.0, 'compound': -0.802}",-0.802,-0.3126472011208534,-0.2
78,What reforms would you propose to improve the education system?,"numbers the other day about dropout rates. Its gone from 12 percent  to 12.2 percent under this Administration, and  they got progressively worse during the Bush and Reagan years. We need to stabilize, without interference, our schools.","{'neg': 0.079, 'neu': 0.921, 'pos': 0.0, 'compound': -0.4767}",-0.4767,-0.8144788350909948,0.1
79,How will you restore trust in government and ensure transparency in your administration?,"We get right back to the commitment to openness. I know that  any problems that beset the making of our Constitution, or in the early presidencies of our country or in the late presidencies this century,  are still with us. We  have to answer the","{'neg': 0.055, 'neu': 0.842, 'pos': 0.103, 'compound': 0.3182}",0.3182,0.0014519691467285,0.2
80,How will you restore trust in government and ensure transparency in your administration?,"question why. We should not have to answer that question. We dont have a King: we have the peoples government. And with this computer age, every  all the records of any agency of government should be made known in some reasonable time. I dont mind","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.173715054988861,0.2
81,How will you restore trust in government and ensure transparency in your administration?,people having secrets that my enemy has or the countrys enemy has. I mind that the United States President and the people are not in complete partnership in the workings of our government. I promise the American people that Ill be in that White House,"{'neg': 0.185, 'neu': 0.718, 'pos': 0.096, 'compound': -0.6908}",-0.6908,-0.5340919494628906,0.1
